"word","n","freq","cumulative_sum"
"happy",62214,0.000904899806861911,0.517235458510713
"two",61901,0.000900347236065181,0.518135805746779
"many",61062,0.000888144019137204,0.519023949765916
"things",60740,0.000883460543748874,0.519907410309665
"most",60706,0.000882966015291722,0.520790376324956
"night",60305,0.000877133488488243,0.521667509813445
"best",60067,0.000873671789288173,0.522541181602733
"those",59998,0.000872668187419246,0.523413849790152
"ive",58085,0.000844843689227089,0.524258693479379
"before",58033,0.000844087351586737,0.525102780830966
"something",57565,0.000837280312823575,0.525940061143789
"next",57354,0.000834211327398303,0.526774272471188
"made",57175,0.00083160778052094,0.527605880251709
"always",56567,0.000822764448110678,0.528428644699819
"week",55942,0.00081367385147184,0.529242318551291
"youre",54747,0.000796292630698381,0.530038611181989
"home",53643,0.000780235000795536,0.530818846182785
"years",53277,0.000774911547403833,0.531593757730189
"follow",53016,0.000771115314247454,0.532364873044436
"may",52972,0.000770475336244079,0.53313534838068
"look",51890,0.000754737695342922,0.533890086076023
"better",51873,0.000754490431114346,0.534644576507138
"while",51443,0.000748236100626825,0.535392812607765
"hope",50661,0.00073686194611231,0.536129674553877
"world",50298,0.000731582127584473,0.536861256681461
"through",50082,0.00072844041738609,0.537589697098847
"didnt",49943,0.000726418668693613,0.538316115767541
"feel",49555,0.000720775226300222,0.539036890993841
"every",49254,0.000716397194958957,0.5397532881888
"ill",49176,0.00071526268849843,0.540468550877299
"again",49054,0.000713488204034529,0.541182039081333
"around",48849,0.00071050648833699,0.54189254556967
"show",48583,0.0007066375304075,0.542599183100078
"sure",48024,0.000698506900773723,0.543297690000851
"tonight",47243,0.000687147291213831,0.543984837292065
"thank",47119,0.000685343716840685,0.544670181008906
"another",46136,0.00067104602644712,0.545341227035353
"thing",45895,0.000667540692383184,0.546008767727736
"man",45802,0.000666188011603325,0.546674955739339
"long",45119,0.000656253807596402,0.547331209546936
"ever",44692,0.000650043111972748,0.547981252658909
"few",44565,0.000648195902735736,0.548629448561644
"find",44209,0.000643017898890253,0.549272466460535
"big",44097,0.000641388863972574,0.549913855324507
"getting",43316,0.000630029254412681,0.55054388457892
"same",43226,0.000628720208496688,0.551172604787417
"let",42801,0.000622538602782278,0.551795143390199
"oh",42453,0.000617476958573773,0.552412620348773
"use",41332,0.000601172064442352,0.553013792413215
"game",41238,0.000599804838707871,0.553613597251923
"keep",41092,0.000597681275333038,0.554211278527256
"does",40959,0.000595746796368294,0.554807025323624
"looking",40910,0.000595034093591809,0.555402059417216
"school",40710,0.00059212510266738,0.555994184519883
"days",40193,0.000584605361127733,0.556578789881011
"please",40012,0.000581972724341126,0.557160762605352
"yes",39999,0.000581783639931038,0.557742546245283
"help",39887,0.000580154605013358,0.558322700850297
"book",39713,0.000577623782909105,0.558900324633206
"own",39644,0.000576620181040177,0.559476944814246
"doing",39279,0.000571311272603096,0.560048256086849
"everyone",39205,0.000570234945961057,0.56061849103281
"give",39058,0.000568096837631603,0.561186587870442
"god",38711,0.000563049738377719,0.561749637608819
"morning",38338,0.000557624470303661,0.562307262079123
"fun",37892,0.000551137420542186,0.562858399499665
"old",37757,0.000549173851668196,0.563407573351333
"since",37269,0.000542075913812591,0.563949649265146
"such",36880,0.000536417926464578,0.564486067191611
"put",36545,0.000531545366666161,0.565017612558277
"though",36424,0.000529785427156882,0.565547397985434
"thought",36423,0.00052977088220226,0.566077168867636
"friends",36381,0.00052915999410813,0.566606328861744
"lot",36368,0.000528970909698042,0.567135299771442
"place",35441,0.000515487736763317,0.567650787508205
"someone",35354,0.00051422232571119,0.568165009833917
"tell",35270,0.000513000549522931,0.568678010383439
"until",35143,0.000511153340285919,0.569189163723725
"away",35026,0.000509451580595128,0.569698615304321
"done",34718,0.000504971734571508,0.570203587038892
"wait",34665,0.000504200851976535,0.570707787890869
"bad",33678,0.000489844981764481,0.571197632872633
"having",33582,0.000488448666120756,0.571686081538754
"free",33531,0.000487706873435027,0.572173788412189
"start",33453,0.000486572366974499,0.572660360779163
"house",33449,0.000486514187156011,0.573146874966319
"each",33370,0.000485365135740862,0.57363224010206
"nice",33231,0.000483343387048384,0.574115583489109
"both",33135,0.000481947071404658,0.574597530560513
"pretty",33019,0.00048025985666849,0.575077790417182
"live",32993,0.000479881687848314,0.57555767210503
"read",32955,0.000479328979572673,0.576037001084603
"tomorrow",32785,0.000476856337286909,0.57651385742189
"family",32753,0.000476390898739,0.576990248320629
"th",32736,0.000476143634510424,0.577466391955139
"might",32726,0.000475998184964203,0.577942390140103
"used",32680,0.000475329117051584,0.578417719257155
"end",32454,0.00047204195730698,0.578889761214462
"part",32332,0.000470267472843079,0.579360028687305
"twitter",32284,0.000469569315021216,0.579829598002326
"doesnt",31440,0.000457293373320129,0.580286891375646
"weekend",31162,0.000453249875935173,0.580740141251581
"went",30873,0.000449046384049374,0.581189187635631
"call",30659,0.000445933763760236,0.581635121399391
"music",30584,0.000444842892163576,0.582079964291555
"real",30564,0.000444551993071133,0.582524516284626
"try",30531,0.000444072009568602,0.582968588294194
"yet",30142,0.000438414022220589,0.583407002316415
"actually",30124,0.00043815221303739,0.583845154529452
"hard",30116,0.000438035853400413,0.584283190382853
"without",29768,0.000432974209191908,0.584716164592045
"enough",29512,0.00042925070080864,0.585145415292853
"coming",29404,0.000427679845709449,0.585573095138563
"awesome",29268,0.000425701731880837,0.585998796870444
"soon",29193,0.000424610860284177,0.586423407730728
"play",28925,0.000420712812445443,0.586844120543173
"already",28835,0.00041940376652945,0.587263524309703
"makes",28822,0.000419214682119362,0.587682738991822
"making",28695,0.00041736747288235,0.588100106464704
"found",28512,0.000414705746186498,0.588514812210891
"must",28491,0.000414400302139433,0.58892921251303
"stop",28384,0.000412843991994864,0.589342056505025
"working",28367,0.000412596727766288,0.589754653232791
"hey",28257,0.000410996782757852,0.590165650015549
"everything",28249,0.000410880423120875,0.59057653043867
"check",28218,0.000410429529527589,0.590986959968198
"maybe",28112,0.000408887764337642,0.591395847732535
"nothing",27752,0.000403651580673671,0.591799499313209
"d",27645,0.000402095270529102,0.592201594583738
"left",27641,0.000402037090710613,0.592603631674449
"trying",27562,0.000400888039295464,0.593004519713744
"times",27427,0.000398924470421475,0.593403444184166
"haha",27346,0.000397746329097081,0.593801190513263
"story",27336,0.00039760087955086,0.594198791392814
"myself",27229,0.000396044569406291,0.59459483596222
"anything",27194,0.000395535495994516,0.594990371458214
"id",27068,0.000393702831712126,0.595384074289927
"amazing",27014,0.00039291740416253,0.595776991694089
"girl",26819,0.000390081138011213,0.5961670728321
"once",26795,0.000389732059100281,0.596556804891201
"s",26716,0.000388583007685132,0.596945387898886
"hes",26552,0.000386197635127101,0.597331585534013
"food",26385,0.000383768627705203,0.597715354161718
"guys",26270,0.000382095957923657,0.598097450119642
"bit",26177,0.000380743277143798,0.598478193396786
"pm",26111,0.000379783310138737,0.598857976706924
"post",26070,0.000379186966999229,0.599237163673923
"anyone",25995,0.000378096095402568,0.599615259769326
"kids",25952,0.000377470662353816,0.59999273043168
"came",25929,0.000377136128397507,0.600369866560077
"three",25607,0.000372452653009177,0.600742319213087
"person",25597,0.000372307203462956,0.601114626416549
"watching",25550,0.000371623590595715,0.601486250007145
"different",25444,0.000370081825405768,0.601856331832551
"name",25364,0.000368918229035997,0.602225250061587
"talk",25270,0.000367551003301516,0.602592801064889
"ready",25245,0.000367187379435962,0.602959988444324
"yeah",25046,0.000364292933466156,0.603324281377791
"miss",25007,0.000363725680235892,0.603688007058026
"lets",24991,0.000363492960961938,0.604051500018988
"believe",24990,0.000363478416007316,0.604414978434996
"friend",24866,0.00036167484163417,0.60477665327663
"blog",24688,0.000359085839711429,0.605135739116341
"theres",24666,0.000358765850709742,0.605494504967051
"whats",24639,0.000358373136934944,0.605852878103986
"team",24637,0.0003583440470257,0.606211222151012
"set",24609,0.00035793678829628,0.606569158939308
"money",24581,0.00035752952956686,0.606926688468875
"job",24483,0.00035610412401389,0.607282792592889
"watch",24444,0.000355536870783627,0.607638329463672
"head",24418,0.000355158701963451,0.607993488165636
"far",24406,0.000354984162507985,0.608348472328144
"point",24321,0.000353747841365103,0.608702220169509
"together",24217,0.000352235166084401,0.609054455335593
"between",24208,0.000352104261492801,0.609406559597086
"wish",24094,0.000350446136665877,0.609757005733752
"high",24041,0.000349675254070904,0.610106680987823
"course",23837,0.000346708083327987,0.610453389071151
"cool",23640,0.000343842727267425,0.610797231798418
"beautiful",23586,0.000343057299717829,0.611140289098136
"hear",23468,0.000341340995072417,0.611481630093209
"gonna",23467,0.000341326450117795,0.611822956543326
"city",23371,0.000339930134474069,0.6121628866778
"saw",23310,0.000339042892242118,0.612501929570043
"least",23261,0.000338330189465633,0.612840259759508
"started",23257,0.000338272009647145,0.613178531769155
"told",23176,0.000337093868322751,0.613515625637478
"took",23067,0.000335508468268938,0.613851134105747
"change",23059,0.000335392108631961,0.614186526214379
"room",22889,0.000332919466346197,0.614519445680725
"remember",22854,0.000332410392934422,0.61485185607366
"says",22801,0.000331639510339448,0.615183495583999
"wanted",22743,0.000330795902971364,0.61551429148697
"mean",22701,0.000330185014877234,0.615844476501848
"true",22687,0.000329981385512524,0.61617445788736
"during",22680,0.000329879570830169,0.61650433745819
"kind",22672,0.000329763211193192,0.616834100669383
"top",22638,0.000329268682736039,0.61716336935212
"mind",22632,0.000329181413008306,0.617492550765128
"hate",22601,0.00032873051941502,0.617821281284543
"party",22431,0.000326257877129256,0.618147539161672
"called",22324,0.000324701566984687,0.618472240728657
"run",22222,0.000323217981613228,0.61879545871027
"favorite",22143,0.000322068930198079,0.619117527640468
"isnt",21959,0.000319392658547605,0.619436920299016
"win",21825,0.000317443634628238,0.619754363933644
"open",21806,0.000317167280490417,0.620071531214134
"birthday",21657,0.000315000082251718,0.620386531296386
"almost",21611,0.0003143310143391,0.620700862310725
"friday",21605,0.000314243744611367,0.621015106055337
"probably",21602,0.000314200109747501,0.621329306165084
"heart",21517,0.000312963788604619,0.621642269953689
"idea",21428,0.000311669287643248,0.621953939241332
"whole",21295,0.000309734808678503,0.62226367405001
"finally",21219,0.00030862939212722,0.622572303442138
"excited",21111,0.000307058537028029,0.622879361979166
"state",20942,0.000304600439696887,0.623183962418863
"full",20911,0.000304149546103601,0.623488111964966
"else",20824,0.000302884135051475,0.623790996100018
"white",20793,0.000302433241458188,0.624093429341476
"looks",20660,0.000300498762493443,0.624393928103969
"st",20635,0.00030013513862789,0.624694063242597
"seen",20529,0.000298593373437943,0.624992656616035
"hours",20511,0.000298331564254744,0.62529098818029
"able",20468,0.000297706131205992,0.625588694311496
"following",20398,0.000296687984382442,0.625885382295878
"forward",20292,0.000295146219192495,0.626180528515071
"small",20210,0.00029395353291348,0.626474482047984
"black",20119,0.000292629942042865,0.626767111990027
"movie",20004,0.000290957272261318,0.627058069262288
"tweet",19957,0.000290273659394078,0.627348342921683
"minutes",19950,0.000290171844711723,0.627638514766394
"later",19911,0.000289604591481459,0.627928119357876
"baby",19847,0.000288673714385642,0.628216793072261
"thinking",19834,0.000288484629975554,0.628505277702237
"wont",19786,0.000287786472153692,0.628793064174391
"class",19772,0.000287582842788982,0.62908064701718
"word",19709,0.000286666510647787,0.629367313527827
"w",19695,0.000286462881283077,0.62965377640911
"early",19632,0.000285546549141882,0.629939322958252
"using",19632,0.000285546549141882,0.630224869507394
"weeks",19626,0.000285459279414149,0.630510328786808
"others",19588,0.000284906571138508,0.630795235357947
"care",19574,0.000284702941773798,0.631079938299721
"guy",19473,0.000283233901356961,0.631363172201078
"stay",19402,0.000282201209578789,0.631645373410656
"past",19376,0.000281823040758614,0.631927196451415
"fact",19372,0.000281764860940125,0.632208961312355
"shit",19357,0.000281546686620793,0.632490507998976
"water",19341,0.000281313967346839,0.632771821966323
"ago",19308,0.000280833983844308,0.633052655950167
"face",19304,0.000280775804025819,0.633333431754193
"stuff",19280,0.000280426725114888,0.633613858479308
"under",19223,0.000279597662701426,0.633893456142009
"second",19215,0.000279481303064449,0.634172937445074
"business",19211,0.00027942312324596,0.63445236056832
"less",19189,0.000279103134244273,0.634731463702564
"against",19185,0.000279044954425785,0.63501050865699
"news",19179,0.000278957684698052,0.635289466341688
"song",19123,0.000278143167239212,0.635567609508927
"wasnt",19111,0.000277968627783746,0.635845578136711
"season",19094,0.00027772136355517,0.636123299500266
"side",18931,0.000275350535951761,0.636398650036218
"sorry",18862,0.000274346934082833,0.636672996970301
"children",18849,0.000274157849672745,0.636947154819973
"sometimes",18740,0.000272572449618932,0.637219727269592
"words",18719,0.000272267005571867,0.637491994275164
"mom",18701,0.000272005196388668,0.637763999471553
"reading",18663,0.000271452488113027,0.638035451959666
"support",18622,0.000270856144973519,0.638306308104639
"enjoy",18592,0.000270419796334855,0.638576727900974
"ask",18546,0.000269750728422236,0.638846478629396
"ok",18511,0.000269241655010461,0.639115720284407
"taking",18506,0.000269168930237351,0.639384889214644
"comes",18415,0.000267845339366736,0.639652734554011
"hit",18404,0.000267685344865892,0.639920419898877
"quite",18290,0.000266027220038968,0.640186447118916
"writing",18290,0.000266027220038968,0.640452474338955
"summer",18123,0.00026359821261707,0.640716072551572
"sleep",18121,0.000263569122707826,0.64097964167428
"books",18000,0.000261809183198547,0.641241450857478
"playing",17941,0.000260951030875841,0.641502401888354
"car",17638,0.000256543909625332,0.641758945797979
"guess",17607,0.000256093016032045,0.642015038814011
"phone",17590,0.000255845751803469,0.642270884565815
"feeling",17542,0.000255147593981606,0.642526032159796
"talking",17505,0.000254609430660587,0.642780641590457
"needs",17497,0.00025449307102361,0.643035134661481
"bring",17483,0.0002542894416589,0.64328942410314
"havent",17436,0.000253605828791659,0.643543029931931
"leave",17423,0.000253416744381571,0.643796446676313
"add",17414,0.000253285839789972,0.644049732516103
"hot",17355,0.000252427687467266,0.64430216020357
"heard",17276,0.000251278636052116,0.644553438839622
"seems",17245,0.00025082774245883,0.644804266582081
"however",17211,0.000250333214001677,0.645054599796083
"often",17165,0.000249664146089059,0.645304263942172
"women",17096,0.000248660544220131,0.645552924486392
"month",17066,0.000248224195581467,0.645801148681973
"theyre",17009,0.000247395133168005,0.646048543815141
"means",17005,0.000247336953349516,0.646295880768491
"wrong",16966,0.000246769700119253,0.64654265046861
"along",16927,0.000246202446888989,0.646788852915499
"perfect",16899,0.000245795188159569,0.647034648103659
"beer",16868,0.000245344294566283,0.647279992398225
"glad",16844,0.000244995215655351,0.64752498761388
"half",16737,0.000243438905510782,0.647768426519391
"couple",16661,0.000242333488959499,0.648010760008351
"become",16605,0.00024151897150066,0.648252278979851
"line",16417,0.000238784520031697,0.648491063499883
"girls",16416,0.000238769975077075,0.64872983347496
"buy",16382,0.000238275446619922,0.64896810892158
"eat",16246,0.000236297332791311,0.649204406254371
"lost",16235,0.000236137338290467,0.649440543592662
"video",16186,0.000235424635513982,0.649675968228176
"young",16156,0.000234988286875318,0.649910956515051
"share",16086,0.000233970140051768,0.650144926655103
"welcome",16081,0.000233897415278657,0.650378824070381
"hand",16049,0.000233431976730749,0.650612256047112
"meet",16043,0.000233344707003016,0.650845600754115
"months",16039,0.000233286527184527,0.6510788872813
"instead",15948,0.000231962936313913,0.651310850217614
"either",15919,0.00023154113262987,0.651542391350243
"case",15895,0.000231192053718939,0.651773583403962
"gets",15887,0.000231075694081962,0.652004659098044
"moment",15848,0.000230508440851698,0.652235167538896
"asked",15841,0.000230406626169343,0.652465574165065
"number",15807,0.000229912097712191,0.652695486262778
"red",15778,0.000229490294028149,0.652924976556806
"sweet",15733,0.000228835771070152,0.653153812327876
"list",15723,0.000228690321523931,0.6533825026494
"late",15639,0.000227468545335671,0.653609971194736
"hell",15564,0.00022637767373901,0.653836348868475
"saying",15564,0.00022637767373901,0.654062726542214
"special",15511,0.000225606791144037,0.654288333333358
"crazy",15510,0.000225592246189415,0.654513925579547
"rather",15496,0.000225388616824705,0.654739314196372
"shes",15496,0.000225388616824705,0.654964702813196
"reason",15440,0.000224574099365865,0.655189276912562
"group",15430,0.000224428649819643,0.655413705562382
"knew",15424,0.00022434138009191,0.655638046942474
"social",15373,0.000223599587406181,0.65586164652988
"email",15311,0.000222697800219608,0.6560843443301
"yourself",15309,0.000222668710310364,0.65630701304041
"light",15308,0.000222654165355742,0.656529667205766
"important",15291,0.000222406901127166,0.656752074106893
"easy",15280,0.000222246906626322,0.656974321013519
"power",15274,0.000222159636898589,0.657196480650418
"goes",15214,0.000221286939621261,0.657417767590039
"write",15208,0.000221199669893528,0.657638967259933
"ya",15152,0.000220385152434688,0.657859352412367
"problem",15150,0.000220356062525444,0.658079708474893
"public",15048,0.000218872477153985,0.658298580952047
"hour",15041,0.00021877066247163,0.658517351614518
"experience",15023,0.000218508853288432,0.658735860467807
"turn",14951,0.000217461616555638,0.658953322084362
"wanna",14943,0.00021734525691866,0.659170667341281
"move",14931,0.000217170717463195,0.659387838058744
"bed",14891,0.000216588919278309,0.659604426978023
"men",14888,0.000216545284414443,0.659820972262437
"ur",14883,0.000216472559641332,0.660037444822078
"wow",14879,0.000216414379822843,0.660253859201901
"question",14795,0.000215192603634583,0.660469051805536
"rest",14737,0.000214348996266499,0.660683400801802
"close",14718,0.000214072642128679,0.660897473443931
"hair",14638,0.000212909045758907,0.66111038248969
"funny",14602,0.00021238542739251,0.661322767917082
"cause",14592,0.000212239977846289,0.661535007894929
"ones",14548,0.000211599999842914,0.661746607894772
"film",14504,0.00021096002183954,0.661957567916611
"sounds",14472,0.000210494583291632,0.662168062499903
"body",14463,0.000210363678700032,0.662378426178603
"order",14458,0.000210290953926922,0.66258871713253
"cut",14448,0.0002101455043807,0.66279886263691
"outside",14426,0.000209825515379013,0.663008688152289
"sunday",14401,0.00020946189151346,0.663218150043803
"wonderful",14332,0.000208458289644532,0.663426608333447
"saturday",14260,0.000207411052911738,0.663634019386359
"decided",14233,0.00020701833913694,0.663841037725496
"living",14224,0.000206887434545341,0.664047925160041
"art",14212,0.000206712895089875,0.664254638055131
"loved",14180,0.000206247456541966,0.664460885511673
"couldnt",14153,0.000205854742767169,0.66466674025444
"local",14098,0.000205054770262951,0.664871795024703
"running",14092,0.000204967500535218,0.665076762525239
"learn",14050,0.000204356612441088,0.66528111913768
"interesting",13975,0.000203265740844427,0.665484384878524
"event",13962,0.00020307665643434,0.665687461534959
"felt",13962,0.00020307665643434,0.665890538191393
"future",13940,0.000202756667432652,0.666093294858825
"plan",13921,0.000202480313294832,0.66629577517212
"eyes",13887,0.000201985784837679,0.666497760956958
"matter",13862,0.000201622160972125,0.66669938311793
"woman",13731,0.000199716771916625,0.666899099889847
"card",13730,0.000199702226962003,0.667098802116809
"ass",13721,0.000199571322370403,0.667298373439179
"country",13707,0.000199367693005693,0.667497741132185
"seeing",13697,0.000199222243459472,0.667696963375644
"behind",13690,0.000199120428777117,0.667896083804421
"media",13559,0.000197215039721617,0.668093298844143
"damn",13535,0.000196865960810685,0.668290164804954
"paper",13527,0.000196749601173708,0.668486914406127
"yesterday",13510,0.000196502336945132,0.668683416743073
"fuck",13499,0.000196342342444288,0.668879759085517
"christmas",13490,0.000196211437852689,0.66907597052337
"american",13456,0.000195716909395536,0.669271687432765
"understand",13364,0.000194378773570299,0.669466066206335
"break",13348,0.000194146054296345,0.669660212260632
"project",13292,0.000193331536837505,0.669853543797469
"send",13249,0.000192706103788753,0.670046249901258
"dinner",13223,0.000192327934968577,0.670238577836227
"facebook",13192,0.000191877041375291,0.670430454877602
"office",13189,0.000191833406511424,0.670622288284113
"boy",13183,0.000191746136783691,0.670814034420897
"walk",13179,0.000191687956965203,0.671005722377862
"definitely",13159,0.00019139705787276,0.671197119435735
"series",13158,0.000191382512918138,0.671388501948653
"short",13145,0.00019119342850805,0.671579695377161
"gone",13141,0.000191135248689561,0.671770830625851
"games",13126,0.000190917074370229,0.671961747700221
"students",13124,0.000190887984460985,0.672152635684682
"four",13059,0.000189942562410546,0.672342578247092
"youll",13042,0.000189695298181969,0.672532273545274
"b",13015,0.000189302584407172,0.672721576129682
"waiting",12876,0.000187280835714694,0.672908856965396
"n",12872,0.000187222655896205,0.673096079621292
"given",12857,0.000187004481576873,0.673283084102869
"chance",12847,0.000186859032030652,0.6734699431349
"happen",12843,0.000186800852212163,0.673656743987112
"gave",12840,0.000186757217348297,0.67384350120446
"especially",12829,0.000186597222847453,0.674030098427308
"tv",12823,0.00018650995311972,0.674216608380428
"picture",12805,0.000186248143936522,0.674402856524364
"lots",12792,0.000186059059526434,0.674588915583891
"okay",12786,0.000185971789798701,0.674774887373689
"online",12755,0.000185520896205415,0.674960408269895
"needed",12720,0.00018501182279364,0.675145420092688
"front",12700,0.000184720923701197,0.67533014101639
"meeting",12646,0.000183935496151601,0.675514076512541
"wants",12642,0.000183877316333113,0.675697953828874
"monday",12627,0.000183659142013781,0.675881612970888
"fall",12623,0.000183600962195292,0.676065213933083
"visit",12619,0.000183542782376804,0.67624875671546
"company",12601,0.000183280973193605,0.676432037688654
"p",12571,0.000182844624554941,0.676614882313209
"green",12494,0.000181724663049036,0.676796606976258
"history",12438,0.000180910145590196,0.676977517121848
"child",12428,0.000180764696043975,0.677158281817892
"fan",12418,0.000180619246497753,0.67733890106439
"pay",12386,0.000180153807949845,0.677519054872339
"super",12356,0.00017971745931118,0.677698772331651
"mother",12349,0.000179615644628825,0.677878387976279
"several",12348,0.000179601099674203,0.678057989075954
"parents",12277,0.000178568407896031,0.67823655748385
"starting",12273,0.000178510228077543,0.678415067711927
